domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I2,BBC.HARV049832.2024.0-1.POOL.CN,A00000321946,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_049.basePlot.bbc,2024-07-23T12:08,,25-069.83
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I3,BBC.HARV048361.2024.2-10.POOL.CN,A00000321470,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_048.basePlot.bbc,2024-07-24T11:03,,25-069.84
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I4,BBC.HARV050883.2024.2-10.POOL.CN,A00000321937,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_050.basePlot.bbc,2024-07-23T12:48,,25-069.85
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I5,BBC.HARV041451.2024.1-2.POOL.CN,A00000321507,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_041.basePlot.bbc,2024-07-31T09:48,,25-069.86
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I6,BBC.HARV039827.2024.0-1.POOL.CN,A00000321518,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_039.basePlot.bbc,2024-07-29T15:15,,25-069.87
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I7,BBC.HARV038613.2024.2-10.POOL.CN,A00000321811,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_038.basePlot.bbc,2024-07-22T13:26,,25-069.88
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I8,BBC.HARV046863.2024.1-2.POOL.CN,A00000321810,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_046.basePlot.bbc,2024-07-31T12:54,,25-069.89
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,I9,BBC.HARV036142.2024.0-1.POOL.CN,A00000321900,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_036.basePlot.bbc,2024-08-01T13:31,,25-069.90
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J1,BBC.HARV040761.2024.1-2.POOL.CN,A00000321478,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,HARV_040.basePlot.bbc,2024-08-05T15:27,,25-069.91
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J10,BBC.HARV034638.2024.0-1.POOL.CN,A00000321889,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_034.basePlot.bbc,2024-07-22T13:59,,25-069.92
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J2,BBC.HARV049832.2024.2-10.POOL.CN,A00000321948,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_049.basePlot.bbc,2024-07-23T12:08,,25-069.93
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J3,BBC.HARV048361.2024.1-2.POOL.CN,A00000321918,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_048.basePlot.bbc,2024-07-24T11:03,,25-069.94
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J4,BBC.HARV051281.2024.0-1.POOL.CN,A00000321941,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_051.basePlot.bbc,2024-07-29T09:32,,25-069.95
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J5,BBC.HARV041451.2024.2-10.POOL.CN,A00000321525,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_041.basePlot.bbc,2024-07-31T09:48,,25-069.96
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J6,BBC.HARV039827.2024.1-2.POOL.CN,A00000321516,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_039.basePlot.bbc,2024-07-29T15:15,,25-069.97
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J7,BBC.HARV037410.2024.0-1.POOL.CN,A00000321841,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_037.basePlot.bbc,2024-08-01T09:59,,25-069.98
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J8,BBC.HARV046863.2024.2-10.POOL.CN,A00000321809,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_046.basePlot.bbc,2024-07-31T12:54,,25-069.99
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,J9,BBC.HARV036142.2024.1-2.POOL.CN,A00000321890,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_036.basePlot.bbc,2024-08-01T13:31,,25-069.100
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,A10,BBC.HARV045096.2024.0-1.POOL.CN,A00000321504,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_045.basePlot.bbc,2024-08-05T11:26,,25-069.101
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,A9,BBC.HARV046037.2024.1-2.POOL.CN,A00000321936,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_046.basePlot.bbc,2024-07-31T11:34,,25-069.102
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,B10,BBC.HARV045096.2024.1-2.POOL.CN,A00000321503,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_045.basePlot.bbc,2024-08-05T11:26,,25-069.103
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,B9,BBC.HARV046037.2024.0-1.POOL.CN,A00000321924,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_046.basePlot.bbc,2024-07-31T11:34,,25-069.104
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,C10,BBC.HARV050118.2024.2-10.POOL.CN,A00000321501,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_050.basePlot.bbc,2024-07-23T12:29,,25-069.105
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,C9,BBC.HARV046037.2024.2-10.POOL.CN,A00000321496,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_046.basePlot.bbc,2024-07-31T11:34,,25-069.106
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,D10,BBC.HARV050118.2024.0-1.POOL.CN,A00000321505,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_050.basePlot.bbc,2024-07-23T12:29,,25-069.107
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,D9,BBC.HARV047920.2024.2-10.POOL.CN,A00000321500,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_047.basePlot.bbc,2024-07-23T11:12,,25-069.108
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,E10,BBC.HARV050118.2024.1-2.POOL.CN,A00000321502,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_050.basePlot.bbc,2024-07-23T12:29,,25-069.109
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,E9,BBC.HARV047920.2024.1-2.POOL.CN,A00000321499,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_047.basePlot.bbc,2024-07-23T11:12,,25-069.110
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,F10,BBC.HARV040296.2024.2-10.POOL.CN,A00000321494,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_040.basePlot.bbc,2024-08-05T14:39,,25-069.111
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,F9,BBC.HARV047920.2024.0-1.POOL.CN,A00000321498,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_047.basePlot.bbc,2024-07-23T11:12,,25-069.112
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,G10,BBC.HARV040296.2024.1-2.POOL.CN,A00000321495,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_040.basePlot.bbc,2024-08-05T14:39,,25-069.113
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,G9,BBC.HARV047079.2024.2-10.POOL.CN,A00000321489,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_047.basePlot.bbc,2024-07-23T10:47,,25-069.114
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,H10,BBC.HARV040296.2024.0-1.POOL.CN,A00000321493,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_040.basePlot.bbc,2024-08-05T14:39,,25-069.115
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,H9,BBC.HARV047079.2024.1-2.POOL.CN,A00000321490,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_047.basePlot.bbc,2024-07-23T10:47,,25-069.116
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,I10,BBC.HARV040761.2024.0-1.POOL.CN,A00000321480,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,HARV_040.basePlot.bbc,2024-08-05T15:27,,25-069.117
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,I9,BBC.HARV047079.2024.0-1.POOL.CN,A00000321491,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_047.basePlot.bbc,2024-07-23T10:47,,25-069.118
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,J10,BBC.HARV040761.2024.2-10.POOL.CN,A00000321479,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,HARV_040.basePlot.bbc,2024-08-05T15:27,,25-069.119
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157191,J9,BBC.HARV045096.2024.2-10.POOL.CN,A00000321492,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_045.basePlot.bbc,2024-08-05T11:26,,25-069.120
