domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A3,BBC.SOAP052310.2024.2-10.POOL.CN,A00000397247,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_052.basePlot.bbc,2024-07-16T08:26,,,25-095.83
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A4,BBC.SOAP052558.2024.0-1.POOL.CN,A00000397246,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_052.basePlot.bbc,2024-07-16T09:04,,,25-095.84
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A5,BBC.SOAP052558.2024.1-2.POOL.CN,A00000397273,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_052.basePlot.bbc,2024-07-16T09:04,,,25-095.85
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A6,BBC.SOAP052558.2024.2-10.POOL.CN,B00000143960,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_052.basePlot.bbc,2024-07-16T09:04,,,25-095.86
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A7,BBC.SOAP058632.2024.0-1.POOL.CN,A00000397245,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_058.basePlot.bbc,2024-08-01T10:53,,,25-095.87
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A8,BBC.SOAP058632.2024.1-2.POOL.CN,A00000397306,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_058.basePlot.bbc,2024-08-01T10:53,,,25-095.88
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,A9,BBC.SOAP058632.2024.2-10.POOL.CN,A00000397289,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_058.basePlot.bbc,2024-08-01T10:53,,,25-095.89
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,B1,BBC.SOAP058757.2024.1-2.POOL.CN,A00000397290,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_058.basePlot.bbc,2024-08-01T11:15,,,25-095.90
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,b2,BBC.SOAP058757.2024.2-10.POOL.CN,A00000397292,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_058.basePlot.bbc,2024-08-01T11:15,,,25-095.91
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,B3,BBC.SOAP059580.2024.0-1.POOL.CN,A00000397291,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_059.basePlot.bbc,2024-07-29T08:28,,,25-095.92
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,B4,BBC.SOAP059580.2024.1-2.POOL.CN,A00000397272,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_059.basePlot.bbc,2024-07-29T08:28,,,25-095.93
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,B5,BBC.SOAP059580.2024.2-10.POOL.CN,B00000143959,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_059.basePlot.bbc,2024-07-29T08:28,,,25-095.94
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,B6,BBC.SOAP059887.2024.0-1.POOL.CN,A00000397308,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_059.basePlot.bbc,2024-07-29T09:10,,,25-095.95
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,B7,BBC.SOAP059887.2024.1-2.POOL.CN,B00000143954,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_059.basePlot.bbc,2024-07-29T09:10,,,25-095.96
D17,4/3/25,D1720250403134927140,eartz@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 8802 9895 1282,N,A00000400037,B8,BBC.SOAP059887.2024.2-10.POOL.CN,B00000143953,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,SOAP_059.basePlot.bbc,2024-07-29T09:10,,,25-095.97
