domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I2,BBC.JERC060763.2024.0-1.POOL.CN,A00000185137,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_060.basePlot.bbc,2024-08-20T15:24,,25-065.83
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I3,BBC.JERC060763.2024.1-2.POOL.CN,A00000185135,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_060.basePlot.bbc,2024-08-20T15:24,,25-065.84
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I4,BBC.JERC060763.2024.2-10.POOL.CN,A00000185136,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_060.basePlot.bbc,2024-08-20T15:24,,25-065.85
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I5,BBC.JERC061211.2024.0-1.POOL.CN,A00000185108,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_061.basePlot.bbc,2024-08-21T10:18,,25-065.86
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I6,BBC.JERC061211.2024.1-2.POOL.CN,A00000185107,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_061.basePlot.bbc,2024-08-21T10:18,,25-065.87
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I7,BBC.JERC061211.2024.2-10.POOL.CN,A00000185134,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_061.basePlot.bbc,2024-08-21T10:18,,25-065.88
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I8,BBC.JERC061362.2024.0-1.POOL.CN,A00000185120,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_061.basePlot.bbc,2024-08-21T10:31,,25-065.89
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,I9,BBC.JERC061362.2024.1-2.POOL.CN,A00000185119,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_061.basePlot.bbc,2024-08-21T10:31,,25-065.90
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J1,BBC.JERC062569.2024.0-1.POOL.CN,A00000185140,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_062.basePlot.bbc,2024-08-21T12:00,,25-065.91
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J10,BBC.JERC063298.2024.0-1.POOL.CN,A00000185146,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_063.basePlot.bbc,2024-08-20T08:02,,25-065.92
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J2,BBC.JERC062569.2024.1-2.POOL.CN,A00000185122,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_062.basePlot.bbc,2024-08-21T12:00,,25-065.93
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J3,BBC.JERC062569.2024.2-10.POOL.CN,A00000185123,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_062.basePlot.bbc,2024-08-21T12:00,,25-065.94
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J4,BBC.JERC062811.2024.0-1.POOL.CN,A00000185124,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_062.basePlot.bbc,2024-08-21T11:51,,25-065.95
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J5,BBC.JERC062811.2024.1-2.POOL.CN,A00000185141,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_062.basePlot.bbc,2024-08-21T11:51,,25-065.96
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J6,BBC.JERC062811.2024.2-10.POOL.CN,A00000185142,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_062.basePlot.bbc,2024-08-21T11:51,,25-065.97
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J7,BBC.JERC063013.2024.0-1.POOL.CN,A00000185143,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_063.basePlot.bbc,2024-08-20T07:48,,25-065.98
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J8,BBC.JERC063013.2024.1-2.POOL.CN,A00000185144,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_063.basePlot.bbc,2024-08-20T07:48,,25-065.99
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185203,J9,BBC.JERC063013.2024.2-10.POOL.CN,A00000185145,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_063.basePlot.bbc,2024-08-20T07:48,,25-065.100
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A1,BBC.JERC063298.2024.1-2.POOL.CN,A00000185148,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_063.basePlot.bbc,2024-08-20T08:02,,25-065.101
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A10,BBC.JERC065266.2024.1-2.POOL.CN,A00000185126,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_065.basePlot.bbc,2024-08-20T16:24,,25-065.102
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A2,BBC.JERC063298.2024.2-10.POOL.CN,A00000185132,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_063.basePlot.bbc,2024-08-20T08:02,,25-065.103
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A3,BBC.JERC064018.2024.0-1.POOL.CN,A00000185131,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_064.basePlot.bbc,2024-08-19T16:38,,25-065.104
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A4,BBC.JERC064018.2024.1-2.POOL.CN,A00000185244,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_064.basePlot.bbc,2024-08-19T16:38,,25-065.105
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A5,BBC.JERC064018.2024.2-10.POOL.CN,A00000185129,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_064.basePlot.bbc,2024-08-19T16:38,,25-065.106
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A6,BBC.JERC064677.2024.0-1.POOL.CN,A00000185112,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_064.basePlot.bbc,2024-08-19T16:59,,25-065.107
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A7,BBC.JERC064677.2024.1-2.POOL.CN,A00000185228,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_064.basePlot.bbc,2024-08-19T16:59,,25-065.108
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A8,BBC.JERC064677.2024.2-10.POOL.CN,A00000185111,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_064.basePlot.bbc,2024-08-19T16:59,,25-065.109
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,A9,BBC.JERC065266.2024.0-1.POOL.CN,A00000185125,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_065.basePlot.bbc,2024-08-20T16:24,,25-065.110
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B1,BBC.JERC065266.2024.2-10.POOL.CN,A00000185116,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_065.basePlot.bbc,2024-08-20T16:24,,25-065.111
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B10,BBC.JERC066529.2024.2-10.POOL.CN,A00000185110,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_066.basePlot.bbc,2024-08-20T11:46,,25-065.112
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B2,BBC.JERC065631.2024.0-1.POOL.CN,A00000185147,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_065.basePlot.bbc,2024-08-20T16:17,,25-065.113
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B3,BBC.JERC065631.2024.1-2.POOL.CN,A00000185115,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_065.basePlot.bbc,2024-08-20T16:17,,25-065.114
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B4,BBC.JERC065631.2024.2-10.POOL.CN,A00000185114,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_065.basePlot.bbc,2024-08-20T16:17,,25-065.115
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B5,BBC.JERC066187.2024.0-1.POOL.CN,A00000185130,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_066.basePlot.bbc,2024-08-20T11:52,,25-065.116
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B6,BBC.JERC066187.2024.1-2.POOL.CN,A00000185113,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_066.basePlot.bbc,2024-08-20T11:52,,25-065.117
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B7,BBC.JERC066187.2024.2-10.POOL.CN,A00000185128,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_066.basePlot.bbc,2024-08-20T11:52,,25-065.118
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B8,BBC.JERC066529.2024.0-1.POOL.CN,A00000185127,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_066.basePlot.bbc,2024-08-20T11:46,,25-065.119
D03,2/12/25,D032025021291856385,iwaniec@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 772033200896,N,A00000185216,B9,BBC.JERC066529.2024.1-2.POOL.CN,A00000185109,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,JERC_066.basePlot.bbc,2024-08-20T11:46,,25-065.120
